name,id
siteSR_Landsat4_DSWE1_v2025-06-06.csv,1im1WA8w4m7EbR430ti-u8eSAsbjP5xxi
siteSR_Landsat4_DSWE1a_v2025-06-06.csv,1RdIonNgTlWkgWwIuWVY1zA0XrtjTvkyk
siteSR_HUC2_04_Landsat5_DSWE1_v2025-06-06.csv,1571bG-pGC_wfqK5wUSvmJWtXMg485fkJ
siteSR_HUC2_16_Landsat5_DSWE1_v2025-06-06.csv,1nXPy5VWxv-IGZ8Yl-JAaKGCrUyRKJ8-p
siteSR_HUC2_19_Landsat5_DSWE1_v2025-06-06.csv,12aWpNgLOUXxT0T4MWtI9H_KdyJbadSyq
siteSR_HUC2_03_Landsat5_DSWE1_v2025-06-06.csv,1jISYJ8Vhsygx3O6iKn8gBgmYDk1tyZsH
siteSR_HUC2_08_Landsat5_DSWE1_v2025-06-06.csv,1j0Kc9Sld1rm5R_5ugxhc6ZTWYmvobH3s
siteSR_HUC2_10_Landsat5_DSWE1_v2025-06-06.csv,16-h-jc0NAN5b-1Lva767mMVEAsp1i8AV
siteSR_HUC2_09_Landsat5_DSWE1_v2025-06-06.csv,1IxAFnJhB8c8zi2sUGI3UklTREFTsxrwU
siteSR_HUC2_18_Landsat5_DSWE1_v2025-06-06.csv,1PzMciBodFkivpO99kQyYkspfFhKYF8Fx
siteSR_HUC2_12_Landsat5_DSWE1_v2025-06-06.csv,1vHQFlS1iaBxpvyDL2SQHycp5r4bkN0XQ
siteSR_HUC2_14_Landsat5_DSWE1_v2025-06-06.csv,1cZ6HjpcfdhLGkxUYgaR58lZvliCVV2x-
siteSR_HUC2_15_Landsat5_DSWE1_v2025-06-06.csv,1lCsDZPsE-JjpxXqbRrdplyDwxRfb6wAD
siteSR_HUC2_07_Landsat5_DSWE1_v2025-06-06.csv,1D46YRkVjlZ1W5JPJHnjNTL8HlWl-1ANA
siteSR_HUC2_17_Landsat5_DSWE1_v2025-06-06.csv,1ryIiAS_a_-GiQW7un9C9bncjiD3tfBqW
siteSR_HUC2_01_Landsat5_DSWE1_v2025-06-06.csv,1MUFYWRprWizbovtqME4EP7D8xpHegl2r
siteSR_HUC2_06_Landsat5_DSWE1_v2025-06-06.csv,1g8D_n5esN8mz86A1pGDjr9AN-g618XQZ
siteSR_HUC2_11_Landsat5_DSWE1_v2025-06-06.csv,1hAyYoKo04Bkc1J2cM5-CSLYWi8isIjj9
siteSR_HUC2_05_Landsat5_DSWE1_v2025-06-06.csv,14QhOZYT2toz2MVwa8vNWvfk3Zo4lSDxq
siteSR_HUC2_13_Landsat5_DSWE1_v2025-06-06.csv,1N8MmrMQSJIY6TfZ8SbqCC-673pLwHAU6
siteSR_HUC2_02_Landsat5_DSWE1_v2025-06-06.csv,1gr204WLeovKnzAn-ad2xqXqPn-Pc8_fX
siteSR_HUC2_21_Landsat5_DSWE1_v2025-06-06.csv,18Vm1FQBsX0NC4_gPSSK3u-3Zpxpl0bn6
siteSR_HUC2_20_Landsat5_DSWE1_v2025-06-06.csv,1NV1d6W7tFyPvm_H3mcpsBxC6u0xgq-Bf
siteSR_HUC2_22_Landsat5_DSWE1_v2025-06-06.csv,1ajD9R_-1KG2r-G8_FuqwSw-fvZJAYgws
siteSR_noHUC2_Landsat5_DSWE1_v2025-06-06.csv,1kX0X_JE_yFHkOYmCceGWlwVbqieTUem2
siteSR_HUC2_04_Landsat5_DSWE1a_v2025-06-06.csv,1ZQ6UIuEkZeYpIPBKloAQ-nm5E5Tm10k3
siteSR_HUC2_16_Landsat5_DSWE1a_v2025-06-06.csv,1acpGHWNAiOjVcu_jAl9MZ8zXqNtTwJhi
siteSR_HUC2_19_Landsat5_DSWE1a_v2025-06-06.csv,1fXB7hLK-A7qMJBwM723cPq-hryWUO-of
siteSR_HUC2_03_Landsat5_DSWE1a_v2025-06-06.csv,1I3ocByrVJrq5V_40TU00lviwPHxGFxTU
siteSR_HUC2_08_Landsat5_DSWE1a_v2025-06-06.csv,1ZEnd0J8tOjqHkW6gKXanb5OfxAXMnBWX
siteSR_HUC2_10_Landsat5_DSWE1a_v2025-06-06.csv,1oggZs7efUaKj6IbP4b5cuUOQ7rbWA6e2
siteSR_HUC2_09_Landsat5_DSWE1a_v2025-06-06.csv,1mTYqAUzWy5TN_i02-DbjSjPk8LLnQNML
siteSR_HUC2_18_Landsat5_DSWE1a_v2025-06-06.csv,1hPikCLyfkWCF63g_ocNbU0R3k2lXMQLV
siteSR_HUC2_12_Landsat5_DSWE1a_v2025-06-06.csv,1AJlEsQ-ibvW1vS3q-3Xqr9JBuzO00Kct
siteSR_HUC2_14_Landsat5_DSWE1a_v2025-06-06.csv,1FYTE4-ZaGVOAQZ1kCcbcNoJW-G7RdxLR
siteSR_HUC2_15_Landsat5_DSWE1a_v2025-06-06.csv,1XbiHcarUCpmfKCBkMhRFdZ3aIJEtq-LW
siteSR_HUC2_07_Landsat5_DSWE1a_v2025-06-06.csv,1Cp0_-PzJVkmYJMYe97pWSumechgKA41m
