id,occurrence_med,occurrence_max,occurrence_min,WRSPR,WRS2_PR,Latitude,Longitude
20056,92.00000000000004,93,4,020034,021034,37.33610144,-86.15640465
38092,93,94,21,020034,021034,38.08300246,-85.90672425
38156,82,86,8,020034,021034,37.7156,-85.8692
38157,84,86,15,020034,021034,37.5894,-85.7114
73163,90,92,0,020034,021034,37.33166667,-86.1527778
73164,79,89,1,020034,021034,37.3522222,-86.1041667
87214,89.99999999999999,92,2,020034,021034,36.892793,-86.124205
87215,89.99999999999999,93,2,020034,021034,36.844172,-86.071391
87217,84.00000000000001,89,1,020034,021034,36.942606,-86.028719
87218,93,95,0,020034,021034,36.90525,-86.07678
87221,94.00000000000004,95,2,020034,021034,37.345831,-86.155568
87228,82,86,8,020034,021034,37.71536,-85.86917
87229,84,86,15,020034,021034,37.58938,-85.71123
87244,86,89,2,020034,021034,37.807496,-85.510294
87252,77,82,1,020034,021034,38.098101,-85.635799
148874,86,89,2,020034,021034,37.8075,-85.5103
148882,77,82,1,020034,021034,38.0981,-85.6358
255136,60,88,2,020034,021034,38.0011831,-85.9421857
200583,92,95,2,020034,021034,38.0347222,-85.9141667
200618,92,95,2,020034,021034,38.0347222,-85.9141667
200635,54,81,2,020034,021034,37.99645,-85.93602
87216,85.99999999999999,92,1,020035,021034,36.79444,-86.04681
21102,78,81,1,021033,021034,38.25519,-86.77643
37815,92,94,3,021033,021034,38.19538,-86.36957
37831,92.99999999999996,94,12,021033,021034,38.17871,-86.37714
38064,93.00000000000004,94,44,021033,021034,38.16603933,-86.3703954
38137,95.00000000000004,96,93,021033,021034,38.16288152,-86.30231261
130383,86,89,18,021033,021034,38.297217,-86.98295
130421,85.99999999999999,89,18,021033,021034,38.2969,-86.982633
130635,75.00000000000001,82,6,021033,021034,38.25244,-87.04096
130705,86,89,10,021033,021034,38.297110000000004,-86.98255
131115,86,89,60,021033,021034,38.29715,-86.98271
132107,75.00000000000001,82,1,021033,021034,38.2522222222,-87.0402777777
132113,87.99999999999996,89,1,021033,021034,38.2944444444,-86.9847222222
132413,77.99999999999999,82,0,021033,021034,38.1988888888,-86.6522222222
164986,86,89,60,021033,021034,38.2973,-86.9829
184827,87,89,10,021033,021034,38.29699,-86.9818
234271,86,89,60,021033,021034,38.29755,-86.9826361111
234272,77,86,60,021033,021034,38.2985888888,-86.982925
19999,82,86,0,021034,021034,38.12291459,-86.64595821
20018,80,84,1,021034,021034,38.00054365,-87.34409037
20057,92,93,91,021034,021034,37.35169484,-87.52614577
21086,84,88,6,021034,021034,38.12723,-86.64352
22499,91,93,12,021034,021034,37.98149999,-86.03398954
22512,78,85,2,021034,021034,37.33668782,-87.13760526
22528,72,84,0,021034,021034,37.22937814,-86.77924889
37819,92.00000000000014,94,90,021034,021034,38.03146,-86.22536
37823,93,95,91,021034,021034,38.04269,-86.50907
37835,95.00000000000009,96,91,021034,021034,38.0434,-86.49251
37839,92.00000000000009,94,1,021034,021034,37.85028,-86.61723
38067,94,95,93,021034,021034,37.85382424,-87.04534608
38073,93.00000000000004,95,7,021034,021034,38.12848935,-86.33629071
38076,94,95,92,021034,021034,37.89953204,-87.31311236
38079,94.00000000000006,95,4,021034,021034,38.0338484,-86.52186189
38080,94,95,92,021034,021034,37.88333383,-87.04104413
38094,95,96,93,021034,021034,37.90835636,-87.49817302
38102,95,96,94,021034,021034,37.78483296,-87.08554275
38103,94,95,93,021034,021034,37.83911297,-87.16644023
38107,93,96,90,021034,021034,38.03766171,-86.23398859
38110,95.00000000000004,96,89,021034,021034,37.933079,-86.94928158
38129,94.00000000000004,95,91,021034,021034,38.05831235,-86.27048413
38130,94.00000000000004,96,93,021034,021034,37.91636034,-86.75753816
38131,94,96,93,021034,021034,37.78957235,-87.07727934
38135,94.00000000000006,96,92,021034,021034,37.84006229,-86.643532
38141,92.00000000000004,94,23,021034,021034,38.0533896,-86.44503371
38142,95,96,92,021034,021034,37.94267907,-87.42004351
38144,92.00000000000009,94,90,021034,021034,37.94984356,-86.5126452
38158,79,83,2,021034,021034,37.148105,-87.682019
38159,79.99999999999999,84,1,021034,021034,37.1333,-87.6753
38160,92,94,2,021034,021034,37.1281,-87.6986
38161,87,90,3,021034,021034,37.2733,-87.5203
38162,92,93,15,021034,021034,37.3497,-87.5272
38163,81,85,1,021034,021034,37.3053,-87.4767
38165,82.00000000000001,85,1,021034,021034,37.8456,-86.9814
38166,78,84,1,021034,021034,37.0808,-87.0333
38167,82.00000000000001,88,1,021034,021034,37.0508,-87.0394
38168,69,80,1,021034,021034,37.065864,-87.062519
38169,83,86,7,021034,021034,37.1553,-86.39
38178,76,80,4,021034,021034,37.072597,-87.664951
38179,83,88,4,021034,021034,36.9231,-87.4964
38182,79,84,1,021034,021034,37.8447,-86.9769
73144,93,95,7,021034,021034,37.89950088,-86.70554179
73145,85.99999999999999,90,2,021034,021034,37.2783825,-86.247473
73147,85,88,1,021034,021034,37.62005547,-86.499425
73161,89.99999999999999,94,1,021034,021034,37.31444444,-86.2369444
73162,92,94,1,021034,021034,37.32416667,-86.2202778
73165,87.99999999999997,91,0,021034,021034,37.3686111,-86.1625
87219,85.99999999999997,90,2,021034,021034,37.278171,-86.246964
87220,92.00000000000004,94,4,021034,021034,37.30842,-86.236047
87230,80,84,1,021034,021034,37.147756,-87.682364
87231,80,84,1,021034,021034,37.133308,-87.6753
87232,93,94,21,021034,021034,37.12807,-87.696441
87233,87,89,12,021034,021034,37.273582,-87.521327
87234,92,93,6,021034,021034,37.34943,-87.52486
87235,81,85,1,021034,021034,37.30566,-87.47685
87237,82.00000000000001,85,1,021034,021034,37.84553,-86.981344000000007
87238,78,84,1,021034,021034,37.080796,-87.033292
87239,82.00000000000001,88,1,021034,021034,37.050804,-87.039409
87240,72,80,2,021034,021034,37.067272,-87.059957
87241,84,87,0,021034,021034,37.213334,-87.197241
87242,82,86,16,021034,021034,37.15441,-86.39083
87287,75,80,4,021034,021034,37.072901,-87.664913
87288,82,88,4,021034,021034,36.92294,-87.495923
87289,81,86,3,021034,021034,36.920303,-87.455801
87293,79,84,1,021034,021034,37.844703,-86.9769
87295,79,83,2,021034,021034,37.439106,-86.463727
87367,82.00000000000001,87,0,021034,021034,37.21155188,-87.19601305
87368,83.00000000000003,86,1,021034,021034,37.444095,-86.461613
87369,87.99999999999999,90,1,021034,021034,36.924751,-87.50016
87370,80.00000000000001,84,1,021034,021034,37.846927,-86.977745
87371,77,83,2,021034,021034,37.244592,-87.027212
87372,80.99999999999999,85,1,021034,021034,37.270971,-86.906569
87373,83.99999999999999,89,1,021034,021034,37.278727,-86.902395
87374,84.99999999999999,87,2,021034,021034,36.925787,-87.454193
87375,83.99999999999999,88,7,021034,021034,36.930658,-87.455349
87376,82,88,4,021034,021034,37.256838,-86.914305
87377,82,85,6,021034,021034,37.264476,-86.908341
87380,73,84,2,021034,021034,37.1554,-86.385341
87382,70,80,0,021034,021034,36.930101,-87.024651
87383,87.99999999999996,91,10,021034,021034,37.269639,-87.521675
87384,83.00000000000001,90,3,021034,021034,37.352002,-87.517019
87385,88.99999999999999,91,1,021034,021034,37.362751,-87.530923
87387,80,85,2,021034,021034,37.30413,-87.478166
87389,78,84,1,021034,021034,37.843161,-86.97752
87401,82,86,3,021034,021034,37.115656,-87.669757
87402,92.00000000000004,94,15,021034,021034,37.116843,-87.702585
87406,76,81,2,021034,021034,37.069611,-87.663001
87438,80,84,2,021034,021034,37.24019,-87.03036
87439,77,81,4,021034,021034,37.073181,-87.031109
87440,79,84,5,021034,021034,37.031377,-87.060981
145245,76.00000000000001,80,1,021034,021034,38.184,-86.621
148903,81,86,3,021034,021034,36.9203,-87.4558
148938,63,86,2,021034,021034,37.2433803,-86.6894329
190330,91,93,12,021034,021034,37.9815,-86.03399
190337,78,85,2,021034,021034,37.33669,-87.13761
190341,68,83,1,021034,021034,37.23859,-86.67502
200124,41,80,1,021034,021034,37.7922,-87.5648
200311,74,90,0,021034,021034,37.452963,-87.104537
200504,79.99999999999999,87,0,021034,021034,37.4782,-87.1269
200669,81,87,0,021034,021034,37.58921174,-87.4044463
208305,85,87,0,021034,021034,38.09199,-87.3533428
255153,61,81,0,021034,021034,37.18226814,-86.62998829
255162,79,86,0,021034,021034,37.33532185,-87.002773
255178,89,90,0,021034,021034,37.533935,-87.2638873
255195,90.00000000000001,92,0,021034,021034,37.8583774,-87.4097294
130382,80,82,3,021034,021034,38.251183,-87.044183
130394,81,85,2,021034,021034,38.06415,-87.250633
130418,81,85,2,021034,021034,38.063633,-87.250417
130495,80,83,3,021034,021034,38.179083,-86.9589
130498,82.00000000000001,85,3,021034,021034,38.1288,-86.64065
130651,78.00000000000001,82,0,021034,021034,38.19441,-86.65313
130756,80,83,8,021034,021034,38.10252,-86.99754
130802,80,83,3,021034,021034,38.17931,-86.95877
130803,82,85,2,021034,021034,38.06392,-87.25079
130904,76.99999999999997,81,5,021034,021034,38.18147,-86.623
130946,80.99999999999997,85,2,021034,021034,38.18116,-86.95795
131149,79,83,8,021034,021034,38.10245,-86.99762
132048,80,85,1,021034,021034,38.1822222222,-86.9572222222
132108,79,82,3,021034,021034,38.2513888888,-87.0433333333
132137,79.99999999999996,83,5,021034,021034,38.1016666666,-86.9958333333
132222,81.99999999999997,85,2,021034,021034,38.0630555555,-87.2527777777
132415,83.99999999999997,87,10,021034,021034,38.1247222222,-86.6483333333
184836,81.99999999999999,85,2,021034,021034,38.06382,-87.25142
200581,89,94,6,021034,021034,37.9311111,-87.3708333
200582,93,95,7,021034,021034,37.8994444,-86.7055556
200614,94,95,6,021034,021034,37.92926667,-87.36819
233962,87,93,1,021034,021034,37.9994888888,-86.8126916666
19301,83,87,3,021034,021034,36.9215995524,-87.4554296486
19390,86,90,10,021034,021034,37.2690553045,-87.5228771624
200605,84.00000000000001,92,0,021034,021034,37.64415,-87.4979
200606,88.99999999999997,92,0,021034,021034,37.857858,-87.408934
200616,92,95,6,021034,021034,37.930722,-87.371583
200617,92,95,6,021034,021034,37.900069,-86.704879
