id,occurrence_med,occurrence_max,occurrence_min,WRSPR,WRS2_PR,Latitude,Longitude
245821,88,93,4,046028,047028,46.19098715880196,-123.12721237168364
10781,96,98,2,046028,047028,46.186,-123.181
10782,97,98,96,046028,047028,46.169,-123.216
10783,97.00000000000006,98,28,046028,047028,46.188,-123.141
10784,92.99999999999996,98,8,046028,047028,46.142,-123.275
10785,97,98,96,046028,047028,46.146,-123.036
10786,98,99,97,046028,047028,46.129,-122.999
10787,98,99,96,046028,047028,46.114,-122.978
10788,97,99,79,046028,047028,46.089,-122.923
10789,97.00000000000006,99,9,046028,047028,46.057,-122.887
10790,98,99,22,046028,047028,46.016,-122.858
10791,98,99,97,046028,047028,45.912,-122.81
10792,97,98,96,046028,047028,45.877,-122.793
10793,97.99999999999991,99,4,046028,047028,45.865,-122.788
10794,98,99,97,046028,047028,45.846,-122.786
10827,98,99,97,046028,047028,46.268,-123.502
10828,97,98,96,046028,047028,46.249,-123.44
10829,95.99999999999996,98,95,046028,047028,46.236,-123.427
13424,96,98,2,046028,047028,46.186,-123.181
13425,97,98,96,046028,047028,46.169,-123.216
13426,97.00000000000006,98,28,046028,047028,46.188,-123.141
13427,92.99999999999996,98,8,046028,047028,46.142,-123.275
13428,97,98,96,046028,047028,46.146,-123.036
13429,98,99,97,046028,047028,46.129,-122.999
13430,98,99,96,046028,047028,46.114,-122.978
13431,97,99,79,046028,047028,46.089,-122.923
13432,97.00000000000006,99,9,046028,047028,46.057,-122.887
13433,98,99,22,046028,047028,46.016,-122.858
13434,98,99,97,046028,047028,45.912,-122.81
13435,97,98,96,046028,047028,45.877,-122.793
13436,97.99999999999991,99,4,046028,047028,45.865,-122.788
13437,98,99,97,046028,047028,45.846,-122.786
13470,98,99,97,046028,047028,46.268,-123.502
13471,97,98,96,046028,047028,46.249,-123.44
13567,95,96,3,046028,047028,46.17,-123.144
13568,96,97,73,046028,047028,46.134,-123.272
13569,77,90,5,046028,047028,46.129,-123.226
13992,93,97,5,046028,047028,46.173,-122.913
13993,97.00000000000009,98,10,046028,047028,46.061,-122.871
13994,94,96,3,046028,047028,45.947,-122.785
23832,96,97,6,046028,047028,46.18642,-123.18061
23833,97,98,96,046028,047028,46.16893,-123.21621
23834,97.00000000000009,98,28,046028,047028,46.18787,-123.14067
23835,94,98,14,046028,047028,46.14234,-123.27457
23836,97.00000000000011,98,90,046028,047028,46.14628,-123.03566
23837,98,99,97,046028,047028,46.12905,-122.99858
23838,98,99,96,046028,047028,46.1142,-122.9783
23839,97,99,26,046028,047028,46.0889,-122.92321
23840,97.00000000000006,99,20,046028,047028,46.05742,-122.88671
23841,98,99,82,046028,047028,46.01564,-122.85795
23842,98,99,97,046028,047028,45.91205,-122.81021
23843,97.00000000000006,98,96,046028,047028,45.87721,-122.79263
23844,97.99999999999989,99,4,046028,047028,45.86531,-122.78803
23845,98,99,97,046028,047028,45.84555,-122.78622
23878,98,99,97,046028,047028,46.2683,-123.50184
23879,97,98,96,046028,047028,46.24906,-123.44038
23880,96,98,95,046028,047028,46.23561,-123.427
23959,77,83,5,046028,047028,46.12861,-123.22639
25058,92,97,5,046028,047028,46.17333,-122.91278
48108,94,98,6,046028,047028,45.8531701,-122.7953806
48109,97,99,6,046028,047028,45.91511428,-122.8162154
48110,95.99999999999996,97,6,046028,047028,46.18122136,-123.1834539
48111,98,99,97,046028,047028,46.1956657,-123.4317959
48266,98,99,1,046028,047028,46.1608333,-123.3378333
139147,81,86,4,046028,047028,46.5778839,-122.7273389
139308,95,97,1,046028,047028,46.2959451,-122.8087234
140983,95,96,3,046028,047028,46.17,-123.144167
140984,96,97,73,046028,047028,46.13307566,-123.2720348
140985,77,93,2,046028,047028,46.12970555,-123.2242547
141101,98,98,52,046028,047028,45.971183,-122.825217
141102,98,99,97,046028,047028,45.970117,-122.826317
141103,97.99999999999996,99,22,046028,047028,45.969217,-122.828367
141106,96,97,6,046028,047028,46.18642,-123.18061
141107,97,98,96,046028,047028,46.16893,-123.21621
141108,97.00000000000009,98,28,046028,047028,46.18787,-123.14067
141109,94,98,14,046028,047028,46.14234,-123.27457
141110,97.00000000000011,98,90,046028,047028,46.14628,-123.03566
141111,98,99,97,046028,047028,46.12905,-122.99858
141112,98,99,96,046028,047028,46.1142,-122.9783
141113,80,95,21,046028,047028,46.10204,-122.91451
141114,97,99,26,046028,047028,46.0889,-122.92321
141115,97.00000000000006,99,20,046028,047028,46.05742,-122.88671
141116,98,99,82,046028,047028,46.01564,-122.85795
141117,98,99,97,046028,047028,45.91205,-122.81021
141118,97.00000000000006,98,96,046028,047028,45.87721,-122.79263
141119,97.99999999999989,99,4,046028,047028,45.86531,-122.78803
141120,98,99,97,046028,047028,45.84555,-122.78622
141152,98,99,97,046028,047028,46.2683,-123.50184
141153,97,98,96,046028,047028,46.24906,-123.44038
141154,96,98,95,046028,047028,46.23561,-123.427
141211,79,96,6,046028,047028,46.13745272,-123.2286028
141655,91,97,1,046028,047028,45.43919626,-123.37880803
141656,98,99,98,046028,047028,45.48218414,-123.2177646
142952,85,89,0,046028,047028,46.032,-123.368
142974,98,99,98,046028,047028,45.483,-123.218
189876,98,99,97,046028,047028,45.9140259,-122.8096803
209982,73,95,1,046028,047028,46.3192768,-122.9087263
209983,69,95,1,046028,047028,46.3192768,-122.909004
209984,88,97,5,046028,047028,46.2748332,-122.9145587
209985,97,98,10,046028,047028,46.1453901,-122.914278
210512,98,99,16,046028,047028,45.9123365,-122.813993
210514,97,99,96,046028,047028,46.05650216,-122.8842753
210515,97,99,96,046028,047028,46.05650216,-122.8842753
210516,97,98,96,046028,047028,46.0623354,-122.8870532
210517,95,97,4,046028,047028,46.07927987,-122.872331
210518,97,99,9,046028,047028,46.08650178,-122.9053876
210519,88,95,12,046028,047028,46.0995572,-122.9081657
210520,88,95,12,046028,047028,46.0995572,-122.9081657
210525,96,98,8,046028,047028,46.1148349,-122.8995547
210526,78,91,8,046028,047028,46.12066606,-123.2215095
210527,96,97,5,046028,047028,46.12622355,-122.9206666
210528,81,96,6,046028,047028,46.1376103,-123.2292879
210555,98,99,14,046028,047028,46.1967768,-123.4354072
210562,87,95,9,046028,047028,46.2337228,-122.9056686
210573,98,99,97,046028,047028,46.26205406,-123.4601324
210574,97.00000000000004,98,22,046028,047028,46.2634429,-123.456799
210575,97.00000000000004,98,96,046028,047028,46.264554,-123.463466
210577,97.00000000000009,99,96,046028,047028,46.2664984,-123.466244
210578,97.00000000000006,99,7,046028,047028,46.26677617,-123.4579104
210579,98,99,96,046028,047028,46.2667762,-123.4837446
210580,98,99,96,046028,047028,46.2667762,-123.4837446
210581,87,98,7,046028,047028,46.26872056,-123.4562438
210582,84,93,6,046028,047028,46.2689983,-123.4548549
245137,85,88,0,046028,047028,46.03178115,-123.3679537
245666,96,98,3,046028,047028,45.74365128,-122.8391689
245667,96,98,2,046028,047028,45.746283,-122.839083
245688,97,98,14,046028,047028,46.09367,-122.94117
245718,95,97,6,046028,047028,46.13633553,-123.3639513
245824,97,98,10,046028,047028,46.1454,-122.914
245825,74,83,4,046028,047028,46.1334,-122.849
247282,79.99999999999999,95,21,046028,047028,46.102,-122.915
247313,79.99999999999999,95,21,046028,047028,46.102,-122.915
247335,80,95,21,046028,047028,46.10204,-122.91451
274197,73,88,8,046028,047028,46.50927417,-122.6198352
274198,73,88,8,046028,047028,46.50844085,-122.6220574
274199,87,90,6,046028,047028,46.48371918,-122.7309472
274200,71,87,3,046028,047028,46.43844169,-122.8442829
274207,85,92,8,046028,047028,46.41455289,-122.890117
138267,96,98,3,046028,047028,45.472,-123.204
141104,98.00000000000004,99,97,046028,047028,46.220683,-123.4242
10850,95,96,3,046028,047028,46.17,-123.1441667
