id,occurrence_med,occurrence_max,occurrence_min,WRSPR,WRS2_PR,Latitude,Longitude
46727,67,88,5,020032,020033,39.60253642885596,-84.28820727996643
46734,75,90,0,020032,020033,39.640635956809255,-84.29210735598754
46737,74,88,1,020032,020033,39.62399316885923,-84.29817357547938
269325,87,90,8,020032,020033,39.67447983027557,-84.68686416116918
103864,94.00000000000004,96,92,020032,020033,39.5381583,-83.9936111
142852,89,92,2,020032,020033,39.685,-84.688
185522,89.99999999999999,92,6,020032,020033,39.6758,-84.6872
215786,83,90,2,020032,020033,39.63728058,-84.2924416
215787,85,91,4,020032,020033,39.6108918,-84.2910523
215788,81,91,4,020032,020033,39.6067252,-84.2868854
215958,75,90,0,020032,020033,39.6406139,-84.2918861
18854,89.99999999999994,92,1,020032,020033,39.6810204099,-84.687053855
46266,94.00000000000006,95,91,020032,020033,39.53823,-83.99099
46511,85,91,4,020032,020033,39.611,-84.2907
46030,72,84,0,020033,020033,39.355839797268146,-84.58681728274786
46031,88,91,5,020033,020033,39.4189389557446,-84.54961600157952
46032,52,86,1,020033,020033,39.43193873079817,-84.47051341987836
46065,85,89,9,020033,020033,39.25834100514196,-84.49521443310486
46100,83.00000000000001,87,1,020033,020033,39.21974118600147,-84.08020106005524
46517,87,91,27,020033,020033,39.3911393299924,-84.57211676445137
46519,67,85,1,020033,020033,39.48143807720259,-84.44271245607504
46524,60,80,1,020033,020033,39.1090429213861,-84.40141158502765
46566,81,86,1,020033,020033,39.13924279980992,-84.80492458382194
46567,73,86,1,020033,020033,39.42933876847621,-84.47631361124208
46726,53,83,1,020033,020033,39.55753702121584,-84.32300847069958
46735,62,88,0,020033,020033,39.54473720255076,-84.34850931598409
46736,72,84,2,020033,020033,39.56313693642213,-84.30490787514502
46739,79,88,1,020033,020033,39.53993729065351,-84.38401047553737
46746,87,91,1,020033,020033,39.42283887101216,-84.50211445612541
46755,61,87,1,020033,020033,39.17974222205222,-84.74802270091064
46762,78,91,3,020033,020033,39.41253904288093,-84.55631622656227
46763,65,82,4,020033,020033,39.30334052048394,-84.64301916457688
46765,83,88,2,020033,020033,39.37183957801777,-84.57011672254119
46766,65,84,2,020033,020033,39.3172403146136,-84.60821802137522
46767,61,80,1,020033,020033,39.285640760208736,-84.65461956050083
46768,65,82,1,020033,020033,39.2097417895526,-84.69712102172716
46769,65,81,1,020033,020033,39.17004235783784,-84.75802303479499
46844,63,87,1,020033,020033,39.25034095310649,-84.28900777140068
215164,57.99999999999999,84,1,020033,020033,39.152842611877794,-84.79552426550265
215323,55,85,2,020033,020033,39.469438216736286,-84.42491189338804
268382,43,80,3,020033,020033,39.34034000277934,-84.5927174921835
269594,71,87,2,020033,020033,39.32143999163632,-84.25240649286528
270259,73,81,0,020033,020033,39.49253793111965,-84.43631223436421
270273,77,90,1,020033,020033,39.54673717122587,-84.34070905995821
270320,60,83,2,020033,020033,39.36443967806956,-84.57601692255783
270334,78,89,3,020033,020033,39.411439055810355,-84.55461617274287
270336,77,86,2,020033,020033,39.42303890096342,-84.54671590258803
270337,83,92,3,020033,020033,39.40943908457462,-84.5588163113516
270604,66,85,3,020033,020033,39.224741315453,-84.31990880421834
270605,67,87,1,020033,020033,39.25084094524949,-84.28740771898326
3853,89.99999999999999,93,0,020033,020033,39.44088406,-85.0027377
19989,86,88,1,020033,020033,39.60815568,-84.97150743
20025,64,80,7,020033,020033,38.93722484,-85.19511755
20060,88,91,4,020033,020033,38.20711945,-85.14063673
21077,83.99999999999999,87,7,020033,020033,39.61189,-84.96862
21156,74,83,1,020033,020033,38.49867,-84.5809
22513,96,97,95,020033,020033,38.68588114,-85.17831438
37816,93,95,92,020033,020033,38.78386,-84.12377
37827,94.00000000000004,95,92,020033,020033,38.516,-85.44894
37832,92.99999999999996,94,37,020033,020033,38.76255,-83.88026
37843,95,95,93,020033,020033,38.45487,-85.53075
38068,94,96,92,020033,020033,38.73137043,-85.3445701
38070,93.99999999999996,95,10,020033,020033,38.90508265,-84.87156064
38077,95,96,92,020033,020033,38.52829814,-85.42320002
38082,95.00000000000004,96,93,020033,020033,38.45005759,-85.57305649
38084,95.00000000000004,97,13,020033,020033,39.08259174,-84.56989984
38086,93.00000000000009,94,3,020033,020033,38.76416383,-85.01328864
38095,95,96,93,020033,020033,38.45022351,-85.56909463
38098,94,95,92,020033,020033,38.7735895,-84.08942667
38111,94.00000000000009,95,18,020033,020033,38.63495662,-83.69748089
38113,95.00000000000004,96,88,020033,020033,38.28596881,-85.69968827
38117,93,94,7,020033,020033,39.13643926,-84.76731101
38118,96,97,93,020033,020033,38.68670872,-85.17489594
38119,92.00000000000009,94,61,020033,020033,38.82489647,-84.23126554
38121,92.99999999999996,95,18,020033,020033,38.68341606,-83.61081835
38124,95.00000000000006,97,94,020033,020033,39.0320774,-84.33982275
38126,96,97,95,020033,020033,38.32416843,-85.65148955
38132,93.00000000000009,95,36,020033,020033,38.66555141,-83.77720993
38145,95.00000000000004,97,3,020033,020033,39.07832046,-84.58613643
38147,94,95,92,020033,020033,38.45385089,-85.53618613
38148,95,97,90,020033,020033,38.79137853,-84.87706523
73126,80,89,2,020033,020033,38.2017388,-84.8816171
73128,80,91,7,020033,020033,38.3159038,-84.8535607
73137,83,88,1,020033,020033,38.43895654,-84.9632844
73143,75,89,1,020033,020033,38.6800624,-85.1880093
87249,84,88,0,020033,020033,38.208112,-85.157199
87250,85.99999999999997,91,2,020033,020033,38.20647,-85.13862
87251,80,86,2,020033,020033,38.220799,-85.149199
87253,83,87,2,020033,020033,38.39986,-85.43966
87254,85,87,1,020033,020033,38.495425,-84.882201
87255,85,88,0,020033,020033,38.789208,-84.655981
87256,86,88,1,020033,020033,38.797797,-84.6439
87257,84,87,1,020033,020033,38.705798,-84.618899
87258,83,87,1,020033,020033,38.504475,-84.588041
87259,87.99999999999996,91,0,020033,020033,38.677202,-84.520799
87260,85.99999999999997,89,1,020033,020033,38.66598,-84.528223
87261,88,92,1,020033,020033,38.676369,-84.537132
87262,88,90,1,020033,020033,38.877205,-84.385578
87263,89.99999999999999,92,1,020033,020033,38.885001,-84.369204
87264,82,88,2,020033,020033,38.724491,-84.290525
87265,87.99999999999999,90,0,020033,020033,38.7219,-84.272804
87266,82,87,5,020033,020033,38.0197,-83.847804
87297,78,84,1,020033,020033,38.266404,-85.417501
87298,83,86,1,020033,020033,38.4453,-85.2814
87299,77,85,1,020033,020033,38.66486,-85.148333
87300,88,92,1,020033,020033,38.986921,-84.555693
87302,88,90,5,020033,020033,38.346701,-84.041702
87414,87,91,1,020033,020033,38.881554,-84.376187
87415,61.99999999999999,81,2,020033,020033,38.50794,-85.011182
87417,80,87,0,020033,020033,38.702189,-84.610095
87418,78,84,1,020033,020033,38.502973,-84.872865
87419,68,82,2,020033,020033,38.497877,-84.865227
87420,84,87,0,020033,020033,38.018894,-83.862896
87421,74,81,1,020033,020033,38.014789,-83.876455000000007
87422,85.99999999999997,90,2,020033,020033,38.351746,-84.039301
87423,86,89,7,020033,020033,38.349161,-84.034144
87424,85,87,4,020033,020033,38.438209,-85.281527
87429,74,83,1,020033,020033,38.498473,-84.58078
87430,87.99999999999997,91,0,020033,020033,38.208179,-85.142601
87431,81,86,1,020033,020033,38.429871,-85.280678
87433,88,91,12,020033,020033,38.987868,-84.552203
87434,77,84,8,020033,020033,38.26535,-85.416407
87436,61,80,1,020033,020033,38.656343,-84.536903
87443,87,90,2,020033,020033,38.792252,-84.6435
88445,89.99999999999997,93,1,020033,020033,39.4411111,-85.0027778
88677,91,93,0,020033,020033,39.4411111,-84.9997222
88681,93.00000000000009,94,91,020033,020033,39.4558333,-84.9830556
88687,89.00000000000003,91,5,020033,020033,39.48194444,-85.0116667
88688,77,85,0,020033,020033,39.49305556,-84.975
88695,95,96,93,020033,020033,39.5136111,-84.9975
88701,94.99999999999996,96,93,020033,020033,39.5511111,-84.9975
103861,94.00000000000009,96,92,020033,020033,39.50638889,-84.0397222
103862,93,95,92,020033,020033,39.5108333,-84.0147222
103863,94,96,93,020033,020033,39.52166667,-84.0016667
142813,86.00000000000001,88,2,020033,020033,39.237,-84.302
142828,82,88,1,020033,020033,39.256,-84.517
142832,92.00000000000014,93,90,020033,020033,39.386,-83.9
142853,86.99999999999996,89,1,020033,020033,39.185,-83.969
142855,81,86,1,020033,020033,39.255,-84.739
145097,85,87,1,020033,020033,39.271,-85.188
145225,68,80,1,020033,020033,39.331,-85.517
145347,87.99999999999999,92,1,020033,020033,38.987,-84.556
148879,84,88,0,020033,020033,38.2081,-85.1572
148880,88.00000000000001,91,0,020033,020033,38.2067,-85.1411
148881,80,86,2,020033,020033,38.2208,-85.1492
148883,83,87,2,020033,020033,38.399859,-85.439664
148884,85,87,1,020033,020033,38.49539,-84.882014
148885,84,87,0,020033,020033,38.7892,-84.6567
148886,86,88,1,020033,020033,38.7978,-84.6439
148887,84,87,1,020033,020033,38.7058,-84.61889
148888,83,87,1,020033,020033,38.5044,-84.5878
148889,87.99999999999996,91,0,020033,020033,38.6772,-84.5208
148890,85.99999999999997,89,1,020033,020033,38.665985,-84.52822
148891,87.99999999999999,92,1,020033,020033,38.676344,-84.537119
148892,88,90,1,020033,020033,38.8772,-84.3856
148893,89.99999999999999,92,1,020033,020033,38.885,-84.3692
148894,82,88,2,020033,020033,38.724491,-84.290524
148895,87.99999999999999,90,0,020033,020033,38.7219,-84.2728
148906,78.00000000000001,84,1,020033,020033,38.2664,-85.4175
148907,83,86,1,020033,020033,38.4453,-85.2814
148908,77,85,1,020033,020033,38.665,-85.1486
148909,88,92,1,020033,020033,38.986923,-84.555687
174431,93,95,0,020033,020033,39.0197222,-84.1341667
174432,89.99999999999999,93,2,020033,020033,39.02117518,-84.1535458
174433,88.99999999999999,93,1,020033,020033,39.0225,-84.0947222
174438,88.99999999999999,92,2,020033,020033,39.1864548,-83.4421377
174439,80,87,1,020033,020033,39.21617255,-84.082989
174442,77,89,1,020033,020033,39.2603354,-84.4971659
174448,84,89,2,020033,020033,39.38811706,-83.9224294
174449,86.99999999999999,90,4,020033,020033,39.48617166,-84.0596556
174452,89,91,16,020033,020033,39.55921915,-84.7371759
185326,86,90,5,020033,020033,39.5575,-84.734167
185380,80,85,1,020033,020033,39.2158,-84.0836
185405,87.99999999999999,90,2,020033,020033,38.9337,-83.792
185427,80,80,15,020033,020033,39.2600557,-84.746616
185454,93.00000000000004,96,92,020033,020033,39.5107,-84.014
185483,83,86,2,020033,020033,39.3886,-83.9247
185496,81,90,4,020033,020033,39.023056,-84.149722
185506,85,89,2,020033,020033,38.9964553,-83.9282633
185528,86,89,4,020033,020033,39.1753,-83.9739
185529,86.99999999999999,91,1,020033,020033,39.17703,-83.97354
185530,87,89,1,020033,020033,39.18735,-83.96779
185531,81.00000000000001,85,1,020033,020033,39.19239,-83.9657
185532,79,85,1,020033,020033,39.19348,-83.96472
185533,77,85,1,020033,020033,39.19492,-83.96596
190250,67,84,0,020033,020033,39.12838,-84.82103
190338,96,97,95,020033,020033,38.68588,-85.17831
190342,63,82,1,020033,020033,38.51354,-85.02908
199905,93,95,71,020033,020033,38.78418391,-83.95064788
200269,79,87,1,020033,020033,38.170654999999996,-84.873874
200273,76,93,2,020033,020033,39.0631,-84.495422
200321,65,82,3,020033,020033,38.445126,-84.957282
200355,75,83,1,020033,020033,38.2923,-84.879397
200458,76,93,2,020033,020033,39.0631,-84.4954
200486,83,89,1,020033,020033,38.2128611,-84.8726388
200514,65,82,3,020033,020033,38.445,-84.9569444
201224,85,88,0,020033,020033,38.78,-84.94
208381,89.99999999999999,94,4,020033,020033,38.7972914,-84.1665999
208418,57.00000000000001,80,1,020033,020033,39.1531127,-84.7938385
215104,88.00000000000001,93,1,020033,020033,38.628392,-83.66786
215769,93,95,0,020033,020033,39.50756077,-84.0115989
215789,87,91,31,020033,020033,39.3911674,-84.572169
215790,54,81,2,020033,020033,39.3176222,-84.6062944
215791,65,82,4,020033,020033,39.30422284,-84.643003
215792,73,83,1,020033,020033,39.26311188,-84.6677253
215925,72,84,8,020033,020033,39.48920556,-84.4404222
255304,80,89,0,020033,020033,38.3164593,-84.8588386
129796,80,82,2,020033,020033,39.0564333333,-85.52415
129800,86,89,4,020033,020033,39.27426,-85.19902
129801,87.99999999999997,90,1,020033,020033,39.0746333333,-85.24785
129802,93.00000000000004,94,3,020033,020033,39.4469333333,-84.9911
129806,81,85,2,020033,020033,39.6037833333,-84.9703666666
130388,86.99999999999997,89,2,020033,020033,39.27515,-85.196933
130390,86.99999999999999,90,2,020033,020033,39.074333,-85.246467
130448,80,83,2,020033,020033,39.0562,-85.524233
130449,86.99999999999997,89,2,020033,020033,39.275433,-85.197217
130543,81,86,2,020033,020033,39.6038833333,-84.9706333333
130554,87,90,4,020033,020033,39.0745166666,-85.24555
130575,93.00000000000006,94,91,020033,020033,39.44641,-84.99378
130712,86.99999999999997,89,2,020033,020033,39.27527,-85.19646
130937,93,94,90,020033,020033,39.44467,-84.9936
130970,87.99999999999999,90,4,020033,020033,39.2761,-85.19403
131024,80,83,2,020033,020033,39.056,-85.523
132016,85,87,1,020033,020033,39.2730555555,-85.1925
132023,92.99999999999996,95,92,020033,020033,39.4666666666,-84.9891666666
132025,85.99999999999999,90,1,020033,020033,39.0511111111,-85.5105555555
132026,86,88,2,020033,020033,38.7972222222,-84.8713888888
132092,66,80,1,020033,020033,39.3316666666,-85.5166666666
132252,84,89,1,020033,020033,38.7872222222,-84.9202777777
132258,87.99999999999997,91,34,020033,020033,39.08,-85.2397222222
132259,81.99999999999999,87,2,020033,020033,38.8477777777,-84.8238888888
132271,82,86,2,020033,020033,39.6044444444,-84.9702777777
164997,80,82,2,020033,020033,39.0564,-85.5241
184823,80,82,2,020033,020033,39.05644,-85.52431
184861,88.99999999999999,91,2,020033,020033,38.7897222222,-85.7086111111
200573,57.00000000000001,80,1,020033,020033,39.1530556,-84.7938889
200576,61,80,1,020033,020033,39.1091667,-84.4016667
200577,78,91,1,020033,020033,39.0513889,-84.495
200584,95,96,7,020033,020033,38.2811111,-85.7022222
200586,92,95,6,020033,020033,38.7747222,-84.9644444
200587,95,96,9,020033,020033,39.073055600000004,-84.6252778
200588,88,94,4,020033,020033,38.7972222,-84.1708333
200613,93.00000000000006,95,2,020033,020033,38.7742,-84.959322
200620,95,96,7,020033,020033,38.2811111,-85.7022222
200623,95,96,9,020033,020033,39.073055600000004,-84.6252778
216300,60,82,1,020033,020033,39.047871,-84.491835
234098,83,88,2,020033,020033,39.0335361111,-85.3930888888
234539,89.99999999999997,93,1,020033,020033,39.4416666666,-85.0030555555
234540,91.00000000000004,93,6,020033,020033,39.5730555555,-85.0002777777
234937,84.99999999999999,89,2,020033,020033,39.114468,-84.829605
235065,94.00000000000004,95,1,020033,020033,39.50713889,-84.99551667
236294,70,88,1,020033,020033,39.112716,-84.825535
276271,81,84,13,020033,020033,38.0196,-83.846
276291,89,96,2,020033,020033,39.089256,-84.503245
19190,60,83,2,020033,020033,38.934358963,-83.776487522
19257,74,82,1,020033,020033,39.6063370138,-84.9674550573
19282,87,90,2,020033,020033,38.7922115635,-84.6432058829
19367,85,87,1,020033,020033,39.2716667641,-85.1902146879
19556,85,91,3,020033,020033,39.0793803427,-85.2418964425
46101,78,81,3,020033,020033,38.939605,-83.800245
46127,86.99999999999999,90,4,020033,020033,39.48616,-84.05927
46222,66,81,3,020033,020033,39.505763,-84.41722
46265,93,95,0,020033,020033,39.50679,-84.01067
46392,84.99999999999999,89,3,020033,020033,38.93241,-83.795288
46510,76,88,1,020033,020033,39.5201,-84.4126
46748,76,86,3,020033,020033,39.5015,-84.4192
200604,57.00000000000001,80,1,020033,020033,39.153232,-84.79537
200608,86.00000000000001,92,2,020033,020033,38.65868,-85.1448
200610,72,90,1,020033,020033,39.031589,-84.490343
200622,91,96,6,020033,020033,38.774649,-84.963841
200624,91,95,4,020033,020033,38.79648,-84.170135
215306,67,84,1,020033,020033,39.5042,-84.4176
268243,76,87,2,020033,020033,39.32191,-84.251109
269045,94,96,1,020033,020033,39.075733,-84.6241
272440,84,88,2,020033,020033,38.9962,-83.929
