id,occurrence_med,occurrence_max,occurrence_min,WRSPR,WRS2_PR,Latitude,Longitude
8247,89,95,2,059018,060018,59.56898,-136.01312
8344,96.99999999999996,99,4,059018,060018,59.4171,-135.9419
8349,98,99,5,059018,060018,59.4464,-135.9746
141901,52,82,5,059018,060018,59.45085,-136.0269
141902,96,98,5,059018,060018,59.45907,-136.01669
187138,98,100,2,059018,060018,59.41494719,-135.9310198
187140,89.99999999999999,98,1,059018,060018,59.412726,-135.998797
187141,86.99999999999997,93,10,059018,060018,59.3741088,-135.9254698
187374,76,84,2,059018,060018,59.4202276,-136.2963028
187857,91,98,22,059018,060018,59.44072,-136.34552
187854,78,97,4,059018,060018,59.41747,-136.30174
187855,90,98,1,059018,060018,59.41296,-136.00375
187856,84,100,44,059019,060018,59.38914,-136.37117
