id,occurrence_med,occurrence_max,occurrence_min,WRSPR,WRS2_PR,Latitude,Longitude
8282,91.00000000000004,94,88,071017,071017,61.99424,-152.40857
8301,95.00000000000009,97,91,071017,071017,60.78357,-152.33546
8309,90.00000000000003,93,82,071017,071017,61.48876,-151.56769
8312,95.0000000000001,97,4,071017,071017,61.03093,-152.12273
8317,94,97,64,071017,071017,61.93965,-152.00754
141917,92.00000000000011,95,88,071017,071017,61.95455,-151.54263
143186,98.99999999999984,100,97,071017,071017,60.792,-152.789
246007,93,96,4,071017,071017,61.87250918,-151.3691358
246009,99,100,0,071017,071017,61.2116271,-152.3593688
