id,occurrence_med,occurrence_max,occurrence_min,WRSPR,WRS2_PR,Latitude,Longitude
47143,81.00000000000001,85,1,018032,018033,39.73103213571708,-81.90592961089494
271442,67,81,1,018032,018033,39.67643278295336,-81.88672912202482
189961,87.99999999999999,91,4,018032,018033,39.57144074,-80.99237807
215990,70,80,0,018032,018033,39.7278475,-81.9037476
46013,83.99999999999999,87,1,018033,018033,39.54223471323408,-82.05703496837995
46085,77,82,3,018033,018033,39.345036648161134,-81.64792222041002
46086,75,80,0,018033,018033,39.092540188624845,-81.76842673306682
46087,87.00000000000003,90,4,018033,018033,38.92694327630224,-82.35344592514633
46088,83,88,1,018033,018033,39.17754008546211,-82.52015075559702
46091,77.99999999999999,82,2,018033,018033,39.32063797660373,-82.35424509097338
47141,86,90,8,018033,018033,39.54313431338919,-81.79042633042685
47142,66,84,3,018033,018033,39.539434259597,-81.72342417005454
47144,86,89,3,018033,018033,39.64393312912937,-81.84702791431397
47161,79,87,3,018033,018033,39.46893479811266,-81.48951678302544
47162,79,88,4,018033,018033,39.52863407475647,-81.5145174353035
47163,83.99999999999999,88,3,018033,018033,39.55333396788782,-81.647621680216
185225,85,89,0,018033,018033,38.30394234425724,-82.41428919019302
185237,83,86,2,018033,018033,39.539254749465854,-82.05594494012415
215086,94,95,2,018033,018033,38.538949215267635,-82.69155756399275
215561,80,87,3,018033,018033,39.470834776884665,-81.4915168427137
215562,88.99999999999996,91,1,018033,018033,39.371736078017626,-81.5045175216713
216302,86.99999999999999,89,2,018033,018033,38.82115553191749,-82.11706077079762
216304,88.99999999999997,92,1,018033,018033,38.4406884338092,-81.84744192201204
216305,90,93,0,018033,018033,38.355328440327725,-81.73649418729704
237165,82,90,1,018033,018033,38.219221353187535,-80.89036093352901
268472,92.99999999999996,94,87,018033,018033,38.418631861089125,-82.59352467162826
269025,81,85,13,018033,018033,39.48350563104512,-81.50204014981514
269030,83,85,5,018033,018033,39.5415479606826,-81.54643943477795
269602,80,85,1,018033,018033,39.54363408055696,-81.64092148811142
269673,89.99999999999994,92,3,018033,018033,39.40673550858752,-81.43171507870169
271437,80,89,7,018033,018033,39.54833424493181,-81.78872626240499
271441,84,88,1,018033,018033,39.65083306358477,-81.86092834811106
271472,82,85,4,018033,018033,39.55223384120938,-81.55671873972787
271475,90,92,1,018033,018033,39.36503618876631,-81.51951802342802
271476,91,92,8,018033,018033,39.26943754615799,-81.58592041208844
272383,91,93,7,018033,018033,38.8178445642236,-82.17954058209368
277051,86,90,3,018033,018033,38.38201810299907,-82.59267691786975
277095,89,90,2,018033,018033,38.34671732100374,-81.63676873254373
277096,87,89,3,018033,018033,38.19699706251331,-81.49176448642207
277097,78,83,1,018033,018033,38.13810872675299,-81.21314469045754
277193,63,83,9,018033,018033,38.20327474458561,-81.47726401035538
277200,86,89,0,018033,018033,38.18024707458918,-81.33492624771777
277202,87,87,6,018033,018033,38.18560817543211,-81.32398148668129
20850,86.99999999999997,90,2,018033,018033,38.8217063,-80.58970118
20854,81,85,0,018033,018033,38.83710051,-82.12452034
21963,86.99999999999997,90,2,018033,018033,38.82171,-80.5897
21965,79,85,1,018033,018033,38.8378,-82.12585
23202,83,86,2,018033,018033,39.46602773,-81.48058598
23757,77,83,2,018033,018033,38.12790131,-81.21958276
37818,90.00000000000001,92,7,018033,018033,38.88174,-81.87284
37822,90.00000000000001,92,2,018033,018033,38.59357,-82.19048
