id,occurrence_med,occurrence_max,occurrence_min,WRSPR,WRS2_PR,Latitude,Longitude
63154,87,95,3,016030,017030,43.30719444,-77.70575
63155,91,96,1,016030,017030,43.1417222,-77.6163056
63157,94.99999999999996,97,4,016030,017030,43.23488889,-77.5338611
63293,96.00000000000009,97,1,016030,017030,43.21388889,-77.53903889
63294,95.00000000000006,97,69,016030,017030,43.22059167,-77.5332333
63295,98,99,6,016030,017030,43.2353611,-77.5413056
63296,97,99,2,016030,017030,43.245,-77.5122222
63297,97,99,17,016030,017030,43.24527778,-77.5122222
63298,97,99,17,016030,017030,43.24555556,-77.5125
63299,97,99,17,016030,017030,43.24555556,-77.5125
63300,97.99999999999994,99,94,016030,017030,43.2472222,-77.51277778
63301,97.99999999999994,99,94,016030,017030,43.2472222,-77.51277778
63302,97.99999999999994,98,97,016030,017030,43.24777778,-77.51777778
63303,97.99999999999994,98,97,016030,017030,43.24777778,-77.51777778
63304,97.99999999999994,98,97,016030,017030,43.24775,-77.5176667
63305,98,98,97,016030,017030,43.24805556,-77.51527778
63306,98,98,97,016030,017030,43.24805556,-77.51527778
63307,98,98,97,016030,017030,43.24805556,-77.51527778
63308,98,99,97,016030,017030,43.25055556,-77.51277778
63309,98,99,97,016030,017030,43.25055556,-77.51277778
63310,98,99,97,016030,017030,43.25055556,-77.51277778
63311,98,99,96,016030,017030,43.2533333,-77.5130556
63312,98,99,96,016030,017030,43.2533333,-77.5130556
63313,98,99,96,016030,017030,43.2533333,-77.5130556
63314,98.00000000000004,99,97,016030,017030,43.2583333,-77.5130556
63315,98.00000000000004,99,97,016030,017030,43.2583333,-77.5130556
63316,98.00000000000004,99,97,016030,017030,43.2583333,-77.5130556
63318,98,99,2,016030,017030,43.2597,-77.6085
63352,97,99,3,016030,017030,43.29477778,-77.6805556
63357,98,98,8,016030,017030,43.3090833,-77.7010833
63376,98,98,2,016030,017030,43.3530833,-77.8938333
104918,91,93,5,016030,017030,42.78723003,-78.22965899
104942,80,85,1,016030,017030,43.02818,-77.8215
104954,92.00000000000004,99,5,016030,017030,43.282102,-77.66117
104980,95.00000000000006,96,92,016030,017030,42.745874,-77.717202
104985,97.00000000000009,98,96,016030,017030,43.302321,-77.698231
105003,87.99999999999997,92,1,016030,017030,42.99138,-78.16031
105071,77,83,5,016030,017030,43.00556,-78.12039
105075,77.99999999999999,91,1,016030,017030,43.02733,-77.5624
105085,95.00000000000004,97,94,016030,017030,43.217391,-77.536019
105118,82,85,7,016030,017030,42.8941,-77.97483
105153,96,97,95,016030,017030,43.29104,-77.68878
105287,94.00000000000006,96,3,016030,017030,42.69042,-78.02907
147172,93.00000000000009,95,36,016030,017030,42.735,-77.711
147219,92,95,5,016030,017030,42.726,-77.609
147227,83.99999999999999,88,3,016030,017030,42.631,-78.344
147317,93,95,6,016030,017030,42.694,-78.033
147362,97,98,96,016030,017030,43.541,-77.464
174762,83,92,2,016030,017030,43.27434,-77.646016
